,incident_date,breed,borough
10726,2022-05-23,american pit bull mix / pit bull mix,Queens
10727,2022-05-24,unknown,Bronx
10728,2022-05-24,american pit bull mix / pit bull mix,Staten Island
10729,2022-05-25,yorkshire terrier,Queens
10730,2022-05-25,german sheperd mix,Manhattan
10731,2022-05-25,sheep dog,Brooklyn
10732,2022-05-25,unknown,Bronx
10733,2022-05-26,mixed,Bronx
10734,2022-05-26,american pit bull mix / pit bull mix,Manhattan
10735,2022-05-26,unknown,Manhattan
10736,2022-05-26,unknown,Manhattan
10737,2022-05-27,american pit bull mix / pit bull mix,Manhattan
10738,2022-05-27,siberian husky,Queens
10739,2022-05-27,pit bull,Bronx
10740,2022-05-27,shi tzu/poodle mix,Staten Island
10741,2022-05-28,shih tzu,Brooklyn
10742,2022-05-29,samoyed,Queens
10743,2022-05-29,"bull dog, french",Manhattan
10744,2022-05-30,unknown,Manhattan
10745,2022-05-30,pit bull,Queens
10746,2022-05-30,pit bull,Queens
10747,2022-05-30,pit bull,Queens
10748,2022-05-30,poodle mix,Queens
10749,2022-05-30,chihuahua,Manhattan
10750,2022-05-30,unknown,Brooklyn
10751,2022-05-30,german shepherd,Bronx
10752,2022-05-30,unknown,Brooklyn
10753,2022-05-31,pit bull,Queens
10754,2022-05-31,poodle mix,Bronx
10755,2022-05-31,unknown,Brooklyn
10756,2022-06-01,american pit bull mix / pit bull mix,Queens
10757,2022-06-01,american bull dog,Queens
10758,2022-06-01,pug,Brooklyn
10759,2022-06-01,large mixed breed,Brooklyn
10760,2022-06-02,unknown,Manhattan
10761,2022-06-02,cattle dog / pit bull mix,Queens
10762,2022-06-03,mixed,Queens
10763,2022-06-03,mixed,Queens
10764,2022-06-03,yorkshire terrier,Manhattan
10765,2022-06-03,small mixed breed,Bronx
10766,2022-06-03,golden doodle,Staten Island
10767,2022-06-04,chihuahua crossbreed,Queens
10768,2022-06-04,unknown,Manhattan
10769,2022-06-04,labrador retriever,Manhattan
10770,2022-06-04,doberman pinscher,Manhattan
10771,2022-06-04,"poodle, standard",Queens
10772,2022-06-04,large mixed breed,Brooklyn
10773,2022-06-04,pit bull,Brooklyn
10774,2022-06-05,unknown,Manhattan
10775,2022-06-05,american pit bull mix / pit bull mix,Queens
10776,2022-06-05,pit bull,Queens
10777,2022-06-05,american bull dog,Queens
10778,2022-06-05,border collie / husky mix,Queens
10779,2022-06-05,"bull dog, french",Queens
10780,2022-06-05,maltese,Bronx
10781,2022-06-05,jack russell mix,Queens
10782,2022-06-06,shih poo,Manhattan
10783,2022-06-06,cock-a-poo,Queens
10784,2022-06-06,shih tzu,Queens
10785,2022-06-06,chihuahua crossbreed,Queens
10786,2022-06-06,large mixed breed,Brooklyn
10787,2022-06-06,pit bull,Brooklyn
10788,2022-06-06,american eskimo,Queens
10789,2022-06-07,pit bull,Brooklyn
10790,2022-06-07,"poodle, toy",Queens
10791,2022-06-07,american pit bull mix / pit bull mix,Queens
10792,2022-06-08,pit bull,Staten Island
10793,2022-06-08,chihuahua crossbreed,Queens
10794,2022-06-08,staffordshire / bully mix,Bronx
10795,2022-06-08,medium mixed breed,Brooklyn
10796,2022-06-09,unknown,Manhattan
10797,2022-06-09,mixed,Queens
10798,2022-06-09,unknown,Staten Island
10799,2022-06-09,unknown,Bronx
10800,2022-06-10,unknown,Manhattan
10801,2022-06-10,pit bull,Queens
10802,2022-06-10,german shepherd,Brooklyn
10803,2022-06-10,maltipoo,Brooklyn
10804,2022-06-10,large mixed breed,Brooklyn
10805,2022-06-11,pointer x,Brooklyn
10806,2022-06-12,boston terrier,Queens
10807,2022-06-12,shiba inu,Queens
10808,2022-06-13,chihuahua,Queens
10809,2022-06-13,shetland sheepdog,Brooklyn
10810,2022-06-14,"bull dog, french",Bronx
10811,2022-06-14,golden retriever,Manhattan
10812,2022-06-14,labrador,Manhattan
10813,2022-06-15,unknown,Manhattan
10814,2022-06-15,chihuahua,Manhattan
10815,2022-06-15,german shepherd,Queens
10816,2022-06-15,"welsh corgi, pembroke",Brooklyn
10817,2022-06-15,large mixed breed,Brooklyn
10818,2022-06-16,german shepherd,Manhattan
10819,2022-06-16,german shepherd,Queens
10820,2022-06-17,jack russ,Manhattan
10821,2022-06-17,yorkshire terrier,Manhattan
10822,2022-06-17,pit bull,Queens
10823,2022-06-17,husky,Staten Island
10824,2022-06-17,shih tzu,Brooklyn
10825,2022-06-18,unknown,Queens
10826,2022-06-18,australian shepherd,Brooklyn
10827,2022-06-19,schnauzer,Manhattan
10828,2022-06-19,medium mixed breed,Brooklyn
10829,2022-06-20,cock-a-poo,Manhattan
10830,2022-06-20,american bully,Manhattan
10831,2022-06-20,bulldog,Manhattan
10832,2022-06-20,unknown,Manhattan
10833,2022-06-20,american bull dog,Queens
10834,2022-06-20,siberian husky,Queens
10835,2022-06-20,yorkshire terrier,Brooklyn
10836,2022-06-21,large mixed breed,Bronx
10837,2022-06-22,greyhound,Queens
10838,2022-06-22,shih tzu,Bronx
10839,2022-06-22,australian shepherd,Queens
10840,2022-06-22,australian shepherd,Queens
10841,2022-06-22,german shepherd,Queens
10842,2022-06-23,siberian husky,Queens
10843,2022-06-23,labrador retriever,Queens
10844,2022-06-23,siberian husky,Staten Island
10845,2022-06-24,shih tzu,Manhattan
10846,2022-06-24,american pit bull mix / pit bull mix,Staten Island
10847,2022-06-24,american pit bull mix / pit bull mix,Manhattan
10848,2022-06-24,large mixed breed,Brooklyn
10849,2022-06-24,cane corso,Queens
10850,2022-06-24,shiba inu,Queens
10851,2022-06-25,unknown,Manhattan
10852,2022-06-25,pit bull,Staten Island
10853,2022-06-25,pit bull,Staten Island
10854,2022-06-25,unknown,Staten Island
10855,2022-06-25,pit bull,Staten Island
10856,2022-06-25,mixed,Staten Island
10857,2022-06-26,cock-a-poo,Manhattan
10858,2022-06-26,mixed,Queens
10859,2022-06-26,shiba inu,Queens
10860,2022-06-26,"bull dog, french",Queens
10861,2022-06-26,pit bull,Queens
10862,2022-06-27,mixed breed,Brooklyn
10863,2022-06-27,pit bull,Brooklyn
10864,2022-06-27,american pit bull mix / pit bull mix,Brooklyn
10865,2022-06-27,mixed,Queens
10866,2022-06-27,unknown,Queens
10867,2022-06-28,unknown,Bronx
10868,2022-06-28,mixed,Brooklyn
10869,2022-06-29,afghan hound,Manhattan
10870,2022-06-29,golden doodle,Manhattan
10871,2022-06-29,american eskimo,Manhattan
10872,2022-06-29,shih tzu mix,Manhattan
10873,2022-06-29,german shepherd,Brooklyn
10874,2022-06-29,unknown,Queens
10875,2022-06-30,american bully,Manhattan
10876,2022-06-30,pit bull,Manhattan
10877,2022-06-30,american pit bull mix / pit bull mix,Brooklyn
10878,2022-06-30,large mixed breed,Bronx
10879,2022-07-01,dachshund,Manhattan
10880,2022-07-01,havanese,Bronx
10881,2022-07-01,unknown,Brooklyn
10882,2022-07-01,german pinscher,Queens
10883,2022-07-01,maltese,Queens
10884,2022-07-01,yorkshire terrier crossbreed,Queens
10885,2022-07-02,american pit bull mix / pit bull mix,Queens
10886,2022-07-02,siberian husky,Queens
10887,2022-07-02,bernedoodle mix,Queens
10888,2022-07-02,siberian husky,Brooklyn
10889,2022-07-03,american pit bull terrier/pit bull,Staten Island
10890,2022-07-03,mixed breed,Brooklyn
10891,2022-07-03,"poodle, standard",Queens
10892,2022-07-03,cane corso,Brooklyn
10893,2022-07-04,"welsh corgi, pembroke",Manhattan
10894,2022-07-04,sheperd,Manhattan
10895,2022-07-04,pit bull,Bronx
10896,2022-07-04,shih tzu,Queens
10897,2022-07-04,siberian husky mix,Queens
10898,2022-07-04,rottweiler,Queens
10899,2022-07-05,mixed,Queens
10900,2022-07-05,mixed,Queens
10901,2022-07-05,mixed,Queens
10902,2022-07-06,chihuahua crossbreed,Brooklyn
10903,2022-07-06,siberian husky,Brooklyn
10904,2022-07-06,pit bull,Bronx
10905,2022-07-06,unknown,Manhattan
10906,2022-07-07,unknown,Manhattan
10907,2022-07-07,havanese,Manhattan
10908,2022-07-07,rat terrier,Queens
10909,2022-07-07,german shepherd,Brooklyn
10910,2022-07-08,shih tzu,Manhattan
10911,2022-07-08,pit bull,Manhattan
10912,2022-07-08,yorkshire terrier,Manhattan
10913,2022-07-08,unknown,Staten Island
10914,2022-07-08,shar pei hybrid,Bronx
10915,2022-07-08,pit bull,Queens
10916,2022-07-08,old english sheepdog,Queens
10917,2022-07-08,mixed,Queens
10918,2022-07-08,pit bull,Queens
10919,2022-07-08,mastiff / pit bull mix,Queens
10920,2022-07-08,american bull dog,Queens
10921,2022-07-09,pitbull,Brooklyn
10922,2022-07-09,maltese,Manhattan
10923,2022-07-09,chihuahua,Bronx
10924,2022-07-09,mixed breed,Brooklyn
10925,2022-07-09,pitbull,Bronx
10926,2022-07-09,mini australian shepherd,Brooklyn
10927,2022-07-09,did not provide,Queens
10928,2022-07-10,pit bull,Manhattan
10929,2022-07-10,samoyed,Manhattan
10930,2022-07-10,mini australian shepard,Brooklyn
10931,2022-07-10,boxer x,Brooklyn
10932,2022-07-10,cane corso,Queens
10933,2022-07-10,american pit bull terrier/pit bull,Queens
10934,2022-07-10,cockapoo,Queens
10935,2022-07-10,american staffordshire terrier,Queens
10936,2022-07-11,mixed,Brooklyn
10937,2022-07-11,bull dog mix,Queens
10938,2022-07-11,unsure,Queens
10939,2022-07-12,golden retriever mix,Manhattan
10940,2022-07-12,labrador retriever,Manhattan
10941,2022-07-12,maltese,Bronx
10942,2022-07-12,german shepherd,Brooklyn
10943,2022-07-12,mixed breed,Brooklyn
10944,2022-07-13,"pointer, german shorthaired",Staten Island
10945,2022-07-13,australian shepherd,Manhattan
10946,2022-07-13,boxer / pit bull mix,Queens
10947,2022-07-14,west high white terrier,Queens
10948,2022-07-14,husky / border collie mix,Bronx
10949,2022-07-14,mixed,Queens
10950,2022-07-14,maltese / poodle mix,Queens
10951,2022-07-14,chihuahua crossbreed,Queens
10952,2022-07-15,siberian husky,Bronx
10953,2022-07-15,german shepherd,Queens
10954,2022-07-16,mixed,Manhattan
10955,2022-07-16,unknown,Manhattan
10956,2022-07-16,unknown,Bronx
10957,2022-07-16,dachshund smooth coat,Queens
10958,2022-07-16,boxer / great pyreness mix,Queens
10959,2022-07-16,pit bull,Brooklyn
10960,2022-07-17,"poodle, miniature",Brooklyn
10961,2022-07-17,mixed,Brooklyn
10962,2022-07-17,pit bull,Queens
10963,2022-07-17,mixed,Brooklyn
10964,2022-07-17,mixed breed,Brooklyn
10965,2022-07-17,cocker spaniel,Queens
10966,2022-07-18,mixed,Queens
10967,2022-07-19,collie crossbreed,Manhattan
10968,2022-07-19,maltese,Queens
10969,2022-07-19,mastiff,Bronx
10970,2022-07-20,pit bull,Bronx
10971,2022-07-21,australian shepherd,Manhattan
10972,2022-07-21,unknown,Manhattan
10973,2022-07-21,mixed,Staten Island
10974,2022-07-21,mixed,Queens
10975,2022-07-21,pomeranian mix,Bronx
10976,2022-07-21,pit bull,Brooklyn
10977,2022-07-21,mixed,Queens
10978,2022-07-21,chihuahua mix,Manhattan
10979,2022-07-22,pomeranian,Manhattan
10980,2022-07-22,unknown,Manhattan
10981,2022-07-22,wirehaired pointing griffin,Manhattan
10982,2022-07-22,wirehaired pointing griffon,Manhattan
10983,2022-07-22,mixed,Brooklyn
10984,2022-07-22,bull dog,Queens
10985,2022-07-22,yorkshire terrier,Queens
10986,2022-07-22,american staffordshire terrier,Queens
10987,2022-07-23,siberian husky,Manhattan
10988,2022-07-23,unknown,Manhattan
10989,2022-07-23,yorkshire terrier,Bronx
10990,2022-07-24,rottweiler,Bronx
10991,2022-07-24,german shepherd,Bronx
10992,2022-07-24,labrador,Manhattan
10993,2022-07-25,labrador retriever,Manhattan
10994,2022-07-25,german shepherd crossbreed,Manhattan
10995,2022-07-26,morkie,Queens
10996,2022-07-26,labrador / pit bull mix,Queens
10997,2022-07-26,unknown,Manhattan
10998,2022-07-27,mixed,Queens
10999,2022-07-27,bichon frise / shih tzu mix,Queens
11000,2022-07-27,mastiff mix,Queens
11001,2022-07-27,sheepdog mix,Queens
11002,2022-07-27,american bull dog,Manhattan
11003,2022-07-27,"bull dog, french",Queens
11004,2022-07-28,siberian husky,Staten Island
11005,2022-07-28,cane corso/italian mastiff x,Brooklyn
11006,2022-07-28,mixed,Queens
11007,2022-07-28,"bull dog, english",Queens
11008,2022-07-28,miniature schnauzer mix,Brooklyn
11009,2022-07-29,german shepherd crossbreed,Queens
11010,2022-07-30,siberian husky,Queens
11011,2022-07-30,maltese,Queens
11012,2022-07-30,"collie, border",Queens
11013,2022-07-31,sheepadoodle,Staten Island
11014,2022-08-01,pit bull,Brooklyn
11015,2022-08-01,pit bull,Brooklyn
11016,2022-08-01,american bully,Queens
11017,2022-08-02,shiba inu,Manhattan
11018,2022-08-02,siberian husky,Manhattan
11019,2022-08-02,yorkshire terrier,Staten Island
11020,2022-08-02,unknown,Brooklyn
11021,2022-08-03,beagle mix,Manhattan
11022,2022-08-03,american pit bull mix / pit bull mix,Queens
11023,2022-08-04,american pit bull mix / pit bull mix,Brooklyn
11024,2022-08-04,german shepherd pit/bull mix,Brooklyn
11025,2022-08-05,pit bull,Brooklyn
11026,2022-08-05,mixed,Brooklyn
11027,2022-08-05,rottweiler,Queens
11028,2022-08-05,pit bull,Queens
11029,2022-08-06,pit bull,Queens
11030,2022-08-06,pit bull,Queens
11031,2022-08-06,bichon frise,Staten Island
11032,2022-08-06,german shepherd crossbreed,Manhattan
11033,2022-08-06,chihuahua,Queens
11034,2022-08-07,unknown,Manhattan
11035,2022-08-07,terrier mix,Brooklyn
11036,2022-08-08,bulldog,Manhattan
11037,2022-08-08,bulldog,Manhattan
11038,2022-08-08,yorkshire terrier,Queens
11039,2022-08-08,german shepherd,Brooklyn
11040,2022-08-09,pit bull,Staten Island
11041,2022-08-09,yorkshire terrier,Manhattan
11042,2022-08-10,siberian husky,Bronx
11043,2022-08-11,mixed breed,Brooklyn
11044,2022-08-11,mixed breed,Brooklyn
11045,2022-08-11,american bully,Queens
11046,2022-08-11,chihuahua,Queens
11047,2022-08-11,pit bull,Manhattan
11048,2022-08-12,havanese,Bronx
11049,2022-08-12,unknown,Staten Island
11050,2022-08-13,pitbull mix,Manhattan
11051,2022-08-13,pit bull,Queens
11052,2022-08-13,australian shepherd mix,Brooklyn
11053,2022-08-14,unknown,Bronx
11054,2022-08-14,pit bull,Manhattan
11055,2022-08-14,german shepherd,Queens
11056,2022-08-14,alaskan malamute,Manhattan
11057,2022-08-14,german sheperd mix,Manhattan
11058,2022-08-14,shih tzu,Queens
11059,2022-08-15,german shepherd,Staten Island
11060,2022-08-15,american bully,Bronx
11061,2022-08-15,"bull dog, french",Queens
11062,2022-08-16,pit bull,Manhattan
11063,2022-08-16,"bull dog, english",Queens
11064,2022-08-16,boston terrier,Queens
11065,2022-08-16,pit bull,Brooklyn
11066,2022-08-17,pit bull,Brooklyn
11067,2022-08-17,bull dog,Brooklyn
11068,2022-08-17,unknown,Manhattan
11069,2022-08-17,unknown,Manhattan
11070,2022-08-17,german shepherd,Queens
11071,2022-08-18,unknown,Manhattan
11072,2022-08-18,bernedoodle,Manhattan
11073,2022-08-18,german shepherd,Queens
11074,2022-08-19,australian shepherd x,Brooklyn
11075,2022-08-20,doberman,Bronx
11076,2022-08-20,shiba inu,Brooklyn
11077,2022-08-20,shi-poo,Brooklyn
11078,2022-08-20,mixed,Queens
11079,2022-08-20,unknown,Manhattan
11080,2022-08-20,cocker spaniel,Manhattan
11081,2022-08-21,pomeranian / shih tzu mix,Queens
11082,2022-08-21,labradoodle,Manhattan
11083,2022-08-21,pug mix,Queens
11084,2022-08-22,border collie / labrador mix,Brooklyn
11085,2022-08-22,collie,Brooklyn
11086,2022-08-22,pitbull mix,Manhattan
11087,2022-08-22,pit bull,Brooklyn
11088,2022-08-23,"collie, border",Brooklyn
11089,2022-08-23,chihuahua,Queens
11090,2022-08-23,unknown,Manhattan
11091,2022-08-23,dachshund,Manhattan
11092,2022-08-24,"poodle, standard",Brooklyn
11093,2022-08-24,mixed,Queens
11094,2022-08-24,pit bull,Manhattan
11095,2022-08-25,unknown,Brooklyn
11096,2022-08-26,great dane/mastiff mix,Staten Island
11097,2022-08-26,weimerimer / pit bull mix,Bronx
11098,2022-08-26,pomeranian,Queens
11099,2022-08-26,labrador retriever,Manhattan
11100,2022-08-27,american staffordshire / pit bull,Bronx
11101,2022-08-27,siberian husky,Queens
11102,2022-08-27,german shepherd,Manhattan
11103,2022-08-28,unknown,Bronx
11104,2022-08-28,maltese mix,Bronx
11105,2022-08-28,malamute,Brooklyn
11106,2022-08-28,rottweiler / shepherd mix,Queens
11107,2022-08-28,unknown,Manhattan
11108,2022-08-29,unkown,Bronx
11109,2022-08-29,german shepherd,Bronx
11110,2022-08-29,pit bull,Queens
11111,2022-08-29,german shepherd,Manhattan
11112,2022-08-30,unknown,Bronx
11113,2022-08-30,dachshund smooth coat,Manhattan
11114,2022-08-31,unknown,Bronx
11115,2022-08-31,labradoodle,Manhattan
11116,2022-08-31,"bull dog, english",Manhattan
11117,2022-09-01,belgian malinois,Staten Island
11118,2022-09-01,yorkipoo mix,Queens
11119,2022-09-01,beagle,Queens
11120,2022-09-02,terrier mix,Manhattan
11121,2022-09-03,unknown,Bronx
11122,2022-09-03,labrador retriever crossbreed,Brooklyn
11123,2022-09-03,berger picard,Brooklyn
11124,2022-09-03,pit bull,Queens
11125,2022-09-03,american staffordshire terrier,Queens
11126,2022-09-04,labrador retriever,Bronx
11127,2022-09-04,shih tzu/maltese mix,Bronx
11128,2022-09-04,akita,Bronx
11129,2022-09-04,chihuahua,Bronx
11130,2022-09-04,mixed,Queens
11131,2022-09-04,american eskimo,Manhattan
11132,2022-09-04,siberian husky,Queens
11133,2022-09-05,maltese,Bronx
11134,2022-09-05,unknown,Manhattan
11135,2022-09-05,pit bull,Manhattan
11136,2022-09-06,german shepherd crossbreed,Bronx
11137,2022-09-06,pit bull,Brooklyn
11138,2022-09-06,bulldog,Manhattan
11139,2022-09-06,pit bull,Queens
11140,2022-09-06,argentino dogo,Manhattan
11141,2022-09-06,pit bull,Brooklyn
11142,2022-09-07,american pit bull mix / pit bull mix,Staten Island
11143,2022-09-07,pit bull,Brooklyn
11144,2022-09-07,belgian malinois,Queens
11145,2022-09-07,unknown,Manhattan
11146,2022-09-07,poodle,Manhattan
11147,2022-09-07,"schnauzer, standard",Queens
11148,2022-09-08,mixed,Queens
11149,2022-09-08,pit bull / rottweiler mix,Queens
11150,2022-09-08,shih tzu,Queens
11151,2022-09-08,mixed,Queens
11152,2022-09-09,yorkshire terrier,Bronx
11153,2022-09-09,mixed,Staten Island
11154,2022-09-09,"bull dog, french",Staten Island
11155,2022-09-09,pitbull mix,Bronx
11156,2022-09-09,mixed,Brooklyn
11157,2022-09-09,mixed,Queens
11158,2022-09-09,unknown,Manhattan
11159,2022-09-09,german sheperd mix,Manhattan
11160,2022-09-10,mixed,Brooklyn
11161,2022-09-10,yorkshire terrier crossbreed,Queens
11162,2022-09-10,unknown,Manhattan
11163,2022-09-11,labrador mix,Bronx
11164,2022-09-11,wheaton terrier,Queens
11165,2022-09-11,havanese / poodle mix,Queens
11166,2022-09-12,german shepherd,Queens
11167,2022-09-12,unknown,Manhattan
11168,2022-09-13,unknown,Manhattan
11169,2022-09-14,mixed,Queens
11170,2022-09-15,unknown,Queens
11171,2022-09-15,mixed,Queens
11172,2022-09-15,terrier mix,Manhattan
11173,2022-09-16,chihuahua,Queens
11174,2022-09-16,siberian husky,Staten Island
11175,2022-09-16,chihuahua,Queens
11176,2022-09-17,unknown,Manhattan
11177,2022-09-17,mixed,Brooklyn
11178,2022-09-18,labrador retriever crossbreed,Staten Island
11179,2022-09-18,beagle crossbreed,Queens
11180,2022-09-19,german sheperd mix,Manhattan
11181,2022-09-19,"poodle, miniature",Queens
11182,2022-09-19,labrador retriever crossbreed,Brooklyn
11183,2022-09-19,american pit bull terrier/pit bull,Bronx
11184,2022-09-20,labrador retriever crossbreed,Brooklyn
11185,2022-09-20,unknown,Staten Island
11186,2022-09-20,yorkshire terrier,Manhattan
11187,2022-09-20,unknown,Manhattan
11188,2022-09-20,unknown,Manhattan
11189,2022-09-21,boston terrier x,Manhattan
11190,2022-09-21,cane corso,Queens
11191,2022-09-22,morkie,Manhattan
11192,2022-09-22,"bull dog, english",Queens
11193,2022-09-22,mixed,Queens
11194,2022-09-22,chihuahua,Manhattan
11195,2022-09-23,bully mix,Queens
11196,2022-09-23,american pit bull terrier/pit bull,Bronx
11197,2022-09-23,chihuahua crossbreed,Queens
11198,2022-09-23,beagle,Manhattan
11199,2022-09-23,havanese mix,Queens
11200,2022-09-24,pit bull x,Staten Island
11201,2022-09-24,puggle,Queens
11202,2022-09-24,miniature dachshund,Manhattan
11203,2022-09-24,unknown,Manhattan
11204,2022-09-24,yorkie / poodle mix,Queens
11205,2022-09-25,mixed,Brooklyn
11206,2022-09-25,pit bull,Staten Island
11207,2022-09-25,german shepherd,Staten Island
11208,2022-09-25,shih tzu,Bronx
11209,2022-09-25,german shepherd,Queens
11210,2022-09-25,mixed,Queens
11211,2022-09-25,unknown,Manhattan
11212,2022-09-25,unknown,Manhattan
11213,2022-09-26,beagle,Bronx
11214,2022-09-26,unknown,Bronx
11215,2022-09-26,labrador retriever,Brooklyn
11216,2022-09-26,american pit bull mix / pit bull mix,Queens
11217,2022-09-27,"poodle, toy",Staten Island
11218,2022-09-27,golden retriever,Bronx
11219,2022-09-27,pit bull,Staten Island
11220,2022-09-27,basset mix,Queens
11221,2022-09-27,american pit bull mix / pit bull mix,Queens
11222,2022-09-27,shih tzu mix,Queens
11223,2022-09-27,mixed,Queens
11224,2022-09-27,vizsla,Manhattan
11225,2022-09-27,german shepherd crossbreed,Queens
11226,2022-09-28,unknown,Staten Island
