,incident_date,breed,borough
6400,2018-11-23,rhodesian ridgeback,Staten Island
6401,2018-11-23,rat terrier / shih tzu mix,Staten Island
6402,2018-11-23,"collie, border",Staten Island
6403,2018-11-23,shih tzu mix,Queens
6404,2018-11-23,labrador retriever crossbreed,Manhattan
6405,2018-11-23,mixed breed,Queens
6406,2018-11-24,maltese,Bronx
6407,2018-11-24,boxer mix,Manhattan
6408,2018-11-24,mixed breed,Manhattan
6409,2018-11-24,dachshund smooth coat,Staten Island
6410,2018-11-24,shih tzu,Brooklyn
6411,2018-11-25,mixed breed,Manhattan
6412,2018-11-25,mixed breed,Manhattan
6413,2018-11-25,mixed,Manhattan
6414,2018-11-25,shih tzu,Queens
6415,2018-11-25,mixed breed,Manhattan
6416,2018-11-25,cane corso,Bronx
6417,2018-11-25,small,Manhattan
6418,2018-11-25,mixed/other,Brooklyn
6419,2018-11-25,pit bull,Staten Island
6420,2018-11-26,shih tzu,Manhattan
6421,2018-11-26,"schnauzer, miniature",Queens
6422,2018-11-26,mixed/other,Brooklyn
6423,2018-11-26,pit bull,Queens
6424,2018-11-26,dachshund smooth coat,Manhattan
6425,2018-11-27,lhasa apso,Queens
6426,2018-11-27,pit bull,Bronx
6427,2018-11-27,chihuahua,Bronx
6428,2018-11-27,mixed breed,Queens
6429,2018-11-27,german shepherd crossbreed,Queens
6430,2018-11-28,mixed breed,Manhattan
6431,2018-11-28,chihuahua,Bronx
6432,2018-11-28,american staff terrier x,Brooklyn
6433,2018-11-28,australian shepherd mix,Queens
6434,2018-11-28,german shepherd crossbreed,Staten Island
6435,2018-11-28,wheaton terrier,Manhattan
6436,2018-11-29,pit bull,Bronx
6437,2018-11-29,american staffordshire terrier,Brooklyn
6438,2018-11-29,mixed breed,Manhattan
6439,2018-11-30,american bully,Queens
6440,2018-11-30,havanese,Manhattan
6441,2018-11-30,pomeranian mix,Manhattan
6442,2018-11-30,american bully,Queens
6443,2018-11-30,mixed breed,Manhattan
6444,2018-12-01,pit bull,Queens
6445,2018-12-01,labrador / hound mix,Staten Island
6446,2018-12-02,shih tzu,Queens
6447,2018-12-02,beagle,Brooklyn
6448,2018-12-02,american pit bull terrier/pit bull,Manhattan
6449,2018-12-02,mixed breed,Bronx
6450,2018-12-03,maltese,Queens
6451,2018-12-03,cattle dog,Brooklyn
6452,2018-12-03,bichon frise mix,Queens
6453,2018-12-04,pit bull,Manhattan
6454,2018-12-04,"bull dog, english",Queens
6455,2018-12-04,"bull dog, french",Manhattan
6456,2018-12-05,mixed breed,Queens
6457,2018-12-05,pomeranian,Manhattan
6458,2018-12-05,dachshund / chihuahua mix,Staten Island
6459,2018-12-05,pit bull,Bronx
6460,2018-12-05,shih tzu,Brooklyn
6461,2018-12-06,australian shepherd,Manhattan
6462,2018-12-07,staffordshire,Staten Island
6463,2018-12-07,labrador/shar-pei mix,Staten Island
6464,2018-12-07,american pit bull terrier/pit bull,Manhattan
6465,2018-12-09,yorkie / poodle mix,Queens
6466,2018-12-09,pit bull,Bronx
6467,2018-12-09,staffordshire bull terrier,Brooklyn
6468,2018-12-09,pit bull,Bronx
6469,2018-12-09,pit bull,Brooklyn
6470,2018-12-10,cairn terrier,Manhattan
6471,2018-12-10,golden retriever,Manhattan
6472,2018-12-10,rottweiler,Manhattan
6473,2018-12-10,mixed/other,Bronx
6474,2018-12-10,mixed breed,Queens
6475,2018-12-10,pit bull,Queens
6476,2018-12-10,pit bull,Staten Island
6477,2018-12-11,pocket bully/bulldog mix,Staten Island
6478,2018-12-11,pit bull / beagle x,Brooklyn
6479,2018-12-11,pit bull,Staten Island
6480,2018-12-11,mini golden doodle,Queens
6481,2018-12-13,pit bull,Staten Island
6482,2018-12-13,maltese,Queens
6483,2018-12-13,german shepherd crossbreed,Brooklyn
6484,2018-12-13,chihuahua crossbreed,Queens
6485,2018-12-13,mixed,Manhattan
6486,2018-12-14,mixed breed,Manhattan
6487,2018-12-14,bull dog,Brooklyn
6488,2018-12-14,mixed breed,Queens
6489,2018-12-15,american pit bull terrier/pit bull,Brooklyn
6490,2018-12-15,american pit bull mix / pit bull mix,Brooklyn
6491,2018-12-15,bull dog,Brooklyn
6492,2018-12-15,"poodle, miniature",Queens
6493,2018-12-16,"cocker spaniel, american",Staten Island
6494,2018-12-16,yorkie / poodle mix,Queens
6495,2018-12-16,american staffordshire terrier,Manhattan
6496,2018-12-17,"bull dog, english",Queens
6497,2018-12-17,"dachshund, wirehaired",Brooklyn
6498,2018-12-17,"schnauzer, standard",Queens
6499,2018-12-17,pit bull,Manhattan
6500,2018-12-17,collie crossbreed,Manhattan
6501,2018-12-17,pit bull,Queens
6502,2018-12-18,mixed/other,Manhattan
6503,2018-12-19,bichon frise,Manhattan
6504,2018-12-19,german shepherd crossbreed,Manhattan
6505,2018-12-19,mixed breed,Staten Island
6506,2018-12-19,mixed breed,Bronx
6507,2018-12-20,mixed breed,Bronx
6508,2018-12-20,beagle,Manhattan
6509,2018-12-20,catahoula leopard,Manhattan
6510,2018-12-20,pit bull,Manhattan
6511,2018-12-20,mixed breed,Bronx
6512,2018-12-20,pit bull,Bronx
6513,2018-12-21,shiba inu,Queens
6514,2018-12-21,airedale terrier,Queens
6515,2018-12-22,pit bull,Queens
6516,2018-12-22,pit bull,Queens
6517,2018-12-23,pit bull,Brooklyn
6518,2018-12-24,mixed/other,Staten Island
6519,2018-12-24,american eskimo,Manhattan
6520,2018-12-24,mixed/other,Staten Island
6521,2018-12-25,pit bull,Manhattan
6522,2018-12-25,shih tzu,Staten Island
6523,2018-12-25,belgian malinois,Staten Island
6524,2018-12-25,mixed,Manhattan
6525,2018-12-25,"bull dog, french",Brooklyn
6526,2018-12-25,"poodle, standard",Queens
6527,2018-12-26,pomeranian,Brooklyn
6528,2018-12-26,akita,Queens
6529,2018-12-27,shiba inu,Queens
6530,2018-12-27,boxer mix,Manhattan
6531,2018-12-27,american pit bull terrier/pit bull,Brooklyn
6532,2018-12-27,mixed/other,Manhattan
6533,2018-12-27,american staffordshire terrier,Manhattan
6534,2018-12-28,labrador retriever,Staten Island
6535,2018-12-29,great dane,Queens
6536,2018-12-29,american staffordshire terrier,Manhattan
6537,2018-12-30,shepherd mix,Bronx
6538,2018-12-31,yorkshire terrier,Manhattan
6539,2018-12-31,pit bull,Queens
6540,2018-12-31,"poodle, toy",Brooklyn
6541,2018-12-31,chihuahua,Queens
6542,2018-12-31,german shepherd,Queens
6543,2018-12-31,potcake,Staten Island
6544,2019-01-01,west high white terrier,Manhattan
6545,2019-01-02,mixed breed,Manhattan
6546,2019-01-03,shiba inu,Queens
6547,2019-01-03,maltese,Queens
6548,2019-01-03,bichon frise,Brooklyn
6549,2019-01-04,pit bull,Brooklyn
6550,2019-01-04,pit bull,Queens
6551,2019-01-05,pit bull x,Manhattan
6552,2019-01-05,mixed breed,Queens
6553,2019-01-05,golden retriever,Brooklyn
6554,2019-01-06,chihuahua crossbreed,Bronx
6555,2019-01-07,small mixed breed,Brooklyn
6556,2019-01-07,"bull dog, english",Bronx
6557,2019-01-07,vizsla breed,Staten Island
6558,2019-01-07,mixed/other,Manhattan
6559,2019-01-07,pit bull,Staten Island
6560,2019-01-08,chow chow,Brooklyn
6561,2019-01-08,chihuahua,Manhattan
6562,2019-01-09,pit bull,Brooklyn
6563,2019-01-10,poodle / schnauzer mix,Manhattan
6564,2019-01-10,mixed breed,Staten Island
6565,2019-01-10,chihuahua,Brooklyn
6566,2019-01-11,"bull dog, french",Queens
6567,2019-01-11,yorkshire terrier,Staten Island
6568,2019-01-11,shih tzu,Manhattan
6569,2019-01-11,newfoundland,Brooklyn
6570,2019-01-11,akita,Manhattan
6571,2019-01-11,german shepherd,Staten Island
6572,2019-01-12,siberian husky,Bronx
6573,2019-01-12,mixed breed,Queens
6574,2019-01-12,mixed breed,Queens
6575,2019-01-12,shiba inu,Queens
6576,2019-01-12,chihuahua,Manhattan
6577,2019-01-13,jack russ,Brooklyn
6578,2019-01-13,chihuahua crossbreed,Brooklyn
6579,2019-01-14,german shepherd,Queens
6580,2019-01-14,shih tzu mix,Brooklyn
6581,2019-01-14,pit bull,Queens
6582,2019-01-14,german shepherd,Staten Island
6583,2019-01-14,pit bull,Queens
6584,2019-01-15,"poodle, standard",Bronx
6585,2019-01-15,pit bull,Brooklyn
6586,2019-01-15,rat terrier,Brooklyn
6587,2019-01-15,mixed/other,Manhattan
6588,2019-01-16,pit bull,Manhattan
6589,2019-01-16,havanese,Brooklyn
6590,2019-01-16,american pit bull mix / pit bull mix,Staten Island
6591,2019-01-16,bully,Queens
6592,2019-01-17,german shepherd,Manhattan
6593,2019-01-17,pit bull,Brooklyn
6594,2019-01-17,mixed/other,Manhattan
6595,2019-01-17,pit bull,Queens
6596,2019-01-18,mixed breed,Queens
6597,2019-01-18,corgi,Brooklyn
6598,2019-01-18,boston terrier,Queens
6599,2019-01-18,boxer,Queens
6600,2019-01-18,wheaton terrier,Queens
6601,2019-01-19,labrador retriever crossbreed,Bronx
6602,2019-01-20,pit bull,Manhattan
6603,2019-01-20,large mixed breed,Brooklyn
6604,2019-01-21,havapoo mix,Staten Island
6605,2019-01-21,mixed breed,Queens
6606,2019-01-22,american bully,Queens
6607,2019-01-22,boxer,Queens
6608,2019-01-22,poodle mix,Bronx
6609,2019-01-22,mixed breed,Queens
6610,2019-01-22,pit bull,Brooklyn
6611,2019-01-23,yorkshire terrier,Queens
6612,2019-01-23,mixed breed,Bronx
6613,2019-01-23,mixed breed,Bronx
6614,2019-01-24,mixed breed,Bronx
6615,2019-01-24,german shepherd crossbreed,Brooklyn
6616,2019-01-25,feist mix,Queens
6617,2019-01-25,labrador retriever,Queens
6618,2019-01-25,mixed/other,Bronx
6619,2019-01-25,shih tzu,Bronx
6620,2019-01-26,american pit bull mix / pit bull mix,Manhattan
6621,2019-01-26,labrador retriever crossbreed,Manhattan
6622,2019-01-26,mixed,Bronx
6623,2019-01-26,pit bull,Queens
6624,2019-01-26,mixed breed,Bronx
6625,2019-01-27,pit bull,Queens
6626,2019-01-27,large mixed breed,Brooklyn
6627,2019-01-27,newfoundland,Manhattan
6628,2019-01-27,american pit bull mix / pit bull mix,Staten Island
6629,2019-01-27,chow chow,Bronx
6630,2019-01-28,mixed/other,Manhattan
6631,2019-01-28,pit bull,Manhattan
6632,2019-01-28,pit bull,Manhattan
6633,2019-01-29,mixed breed,Bronx
6634,2019-01-29,mixed/other,Bronx
6635,2019-01-29,mixed/other,Bronx
6636,2019-01-30,whippet x,Brooklyn
6637,2019-01-30,shih tzu,Bronx
6638,2019-01-30,havanese,Bronx
6639,2019-01-30,labrador retriever,Queens
6640,2019-01-30,american pit bull mix / pit bull mix,Queens
6641,2019-01-30,bernedoodle,Brooklyn
6642,2019-01-31,mixed terrier,Bronx
6643,2019-01-31,pit bull,Manhattan
6644,2019-01-31,pit bull,Manhattan
6645,2019-01-31,terrier x,Brooklyn
6646,2019-01-31,german shepherd crossbreed,Staten Island
6647,2019-02-01,"bull dog, english",Brooklyn
6648,2019-02-01,maltipoo,Brooklyn
6649,2019-02-01,doberman pinscher,Manhattan
6650,2019-02-01,chow chow,Manhattan
6651,2019-02-01,pit bull,Manhattan
6652,2019-02-01,small mixed breed,Brooklyn
6653,2019-02-02,mixed/other,Manhattan
6654,2019-02-02,rottweiler,Brooklyn
6655,2019-02-02,rottweiler,Queens
6656,2019-02-03,mixed breed,Queens
6657,2019-02-04,pointer x,Brooklyn
6658,2019-02-04,"schnauzer, standard",Queens
6659,2019-02-04,mixed/other,Brooklyn
6660,2019-02-05,pit bull,Bronx
6661,2019-02-05,pit bull,Queens
6662,2019-02-05,pit bull,Manhattan
6663,2019-02-05,pit bull,Manhattan
6664,2019-02-05,"coonhound, black and tan",Bronx
6665,2019-02-05,yorkie / shih tzu mix,Queens
6666,2019-02-06,medium mixed breed,Brooklyn
6667,2019-02-06,akita,Manhattan
6668,2019-02-06,labrador retriever crossbreed,Queens
6669,2019-02-06,pit bull,Bronx
6670,2019-02-07,mixed breed,Bronx
6671,2019-02-07,terrier mix,Queens
6672,2019-02-07,rottweiler,Manhattan
6673,2019-02-08,shih tzu,Queens
6674,2019-02-09,siberian husky,Bronx
6675,2019-02-09,shih tzu,Bronx
6676,2019-02-09,yorkshire terrier,Queens
6677,2019-02-09,pug mix,Queens
6678,2019-02-09,mixed breed,Queens
6679,2019-02-10,pit bull,Bronx
6680,2019-02-10,"poodle, standard",Queens
6681,2019-02-11,bichon frise,Manhattan
6682,2019-02-11,mixed/other,Bronx
6683,2019-02-12,german shepherd,Manhattan
6684,2019-02-12,belgian malinois,Manhattan
6685,2019-02-12,large mixed breed,Brooklyn
6686,2019-02-12,labrador / shepherd mix,Brooklyn
6687,2019-02-12,shih tzu / poodle mix,Queens
6688,2019-02-12,shih tzu,Brooklyn
6689,2019-02-12,mixed breed,Queens
6690,2019-02-12,pit bull,Queens
6691,2019-02-12,chihuahua,Bronx
6692,2019-02-13,doberman pinscher,Staten Island
6693,2019-02-13,cocker spaniel,Manhattan
6694,2019-02-13,german shepherd,Staten Island
6695,2019-02-13,yorkshire terrier,Bronx
6696,2019-02-14,"poodle, miniature",Manhattan
6697,2019-02-14,german shepherd,Staten Island
6698,2019-02-14,shih tzu,Bronx
6699,2019-02-14,pekingese,Queens
6700,2019-02-14,mixed breed,Queens
6701,2019-02-15,australian shepherd,Staten Island
6702,2019-02-15,small mixed breed,Brooklyn
6703,2019-02-15,morkie,Brooklyn
6704,2019-02-15,mixed/other,Manhattan
6705,2019-02-16,mixed breed,Queens
6706,2019-02-16,belgian mali. / shepherd mix,Queens
6707,2019-02-16,pit bull,Staten Island
6708,2019-02-16,doberman pinscher,Queens
6709,2019-02-16,arubian cunucu,Staten Island
6710,2019-02-16,american pit bull mix / pit bull mix,Bronx
6711,2019-02-17,pit bull,Bronx
6712,2019-02-17,medium mixed breed,Brooklyn
6713,2019-02-17,large mixed breed,Brooklyn
6714,2019-02-17,mixed/other,Bronx
6715,2019-02-17,australian shepherd,Queens
6716,2019-02-17,mixed breed,Queens
6717,2019-02-18,chihuahua crossbreed,Bronx
6718,2019-02-18,pit bull,Manhattan
6719,2019-02-18,mixed breed,Brooklyn
6720,2019-02-18,pit bull,Manhattan
6721,2019-02-19,british bulldog,Brooklyn
6722,2019-02-19,siberian husky,Queens
6723,2019-02-19,shih tzu,Staten Island
6724,2019-02-19,chihuahua crossbreed,Queens
6725,2019-02-19,pit bull,Bronx
6726,2019-02-19,german shepherd crossbreed,Bronx
6727,2019-02-19,yorkshire terrier crossbreed,Staten Island
6728,2019-02-20,american pit bull terrier/pit bull,Brooklyn
6729,2019-02-20,pit bull,Bronx
6730,2019-02-20,akita,Bronx
6731,2019-02-20,american pit bull terrier/pit bull,Brooklyn
6732,2019-02-21,jack russell mix,Queens
6733,2019-02-21,mixed breed,Bronx
6734,2019-02-21,mixed breed,Bronx
6735,2019-02-21,mixed/other,Manhattan
6736,2019-02-21,yorkshire terrier,Bronx
6737,2019-02-22,siberian husky,Queens
6738,2019-02-22,australian cattle dog,Brooklyn
6739,2019-02-22,mixed breed,Queens
6740,2019-02-22,maltese,Queens
6741,2019-02-23,labrador,Manhattan
6742,2019-02-23,american staffordshire terrier,Manhattan
6743,2019-02-23,pit bull,Manhattan
6744,2019-02-23,basenji,Brooklyn
6745,2019-02-23,large mixed breed,Brooklyn
6746,2019-02-23,hound x,Brooklyn
6747,2019-02-24,shih tzu,Manhattan
6748,2019-02-24,vizsla,Manhattan
6749,2019-02-24,small mixed breed,Brooklyn
6750,2019-02-24,poodle / wheaton mix,Queens
6751,2019-02-25,pit bull,Bronx
6752,2019-02-25,pit bull,Brooklyn
6753,2019-02-25,"bull dog, english",Staten Island
6754,2019-02-25,boxer/pit bull mix,Staten Island
6755,2019-02-25,pit bull,Bronx
6756,2019-02-25,labrador retriever,Manhattan
6757,2019-02-26,boston terrier,Queens
6758,2019-02-27,yorkshire terrier,Brooklyn
6759,2019-02-27,mixed,Staten Island
6760,2019-02-27,west high white terrier,Staten Island
6761,2019-02-27,"cocker spaniel, american",Brooklyn
6762,2019-02-27,boykin spaniel,Bronx
6763,2019-02-27,labradoodle,Manhattan
6764,2019-02-27,pit bull,Bronx
6765,2019-02-27,yorkshire terrier,Manhattan
6766,2019-02-28,labrador retriever crossbreed,Brooklyn
6767,2019-02-28,pug,Bronx
6768,2019-02-28,yorkie / chihuahua mix,Queens
6769,2019-03-01,akita,Brooklyn
6770,2019-03-01,cocker spaniel,Manhattan
6771,2019-03-01,yorkshire terrier,Bronx
6772,2019-03-02,husky,Brooklyn
6773,2019-03-02,husky,Manhattan
6774,2019-03-02,small mixed breed,Brooklyn
6775,2019-03-02,pit bull,Queens
6776,2019-03-03,pit bull,Queens
6777,2019-03-03,pit bull,Queens
6778,2019-03-03,shiba inu,Manhattan
6779,2019-03-03,golden retriever,Staten Island
6780,2019-03-04,pit bull,Manhattan
6781,2019-03-04,pit bull,Manhattan
6782,2019-03-05,pit bull,Bronx
6783,2019-03-05,bull dog,Bronx
6784,2019-03-05,pit bull,Queens
6785,2019-03-05,pit bull,Manhattan
6786,2019-03-06,mixed/other,Bronx
6787,2019-03-06,maltese,Bronx
6788,2019-03-06,pit bull,Staten Island
6789,2019-03-06,havanese,Brooklyn
6790,2019-03-06,poodle mix,Queens
6791,2019-03-06,"poodle, standard",Brooklyn
6792,2019-03-06,maltese,Staten Island
6793,2019-03-07,boxer mix,Queens
6794,2019-03-08,poodle mix,Manhattan
6795,2019-03-09,german shepherd,Bronx
6796,2019-03-09,maltese/shih tzu mix,Manhattan
6797,2019-03-09,mixed/other,Bronx
6798,2019-03-09,mixed/other,Manhattan
6799,2019-03-10,german shepherd,Staten Island
6800,2019-03-10,pit bull,Brooklyn
6801,2019-03-10,yorkshire terrier,Bronx
6802,2019-03-10,peekapoo mix,Bronx
6803,2019-03-10,bull / pit bull mix,Bronx
6804,2019-03-11,"collie, border",Manhattan
6805,2019-03-11,labrador retriever crossbreed,Queens
6806,2019-03-11,german shepherd,Queens
6807,2019-03-12,poodle x,Brooklyn
6808,2019-03-12,pit bull / labrador mix,Queens
6809,2019-03-12,"poodle, toy",Queens
6810,2019-03-12,mixed breed,Brooklyn
6811,2019-03-12,mixed breed,Brooklyn
6812,2019-03-12,american pit bull mix / pit bull mix,Queens
6813,2019-03-12,siberian husky,Queens
6814,2019-03-13,yorkshire terrier,Bronx
6815,2019-03-13,pit bull,Queens
6816,2019-03-13,medium mixed breed,Brooklyn
6817,2019-03-13,greyhound,Brooklyn
6818,2019-03-13,chinese crested powder puff,Staten Island
6819,2019-03-13,cocker spaniel,Staten Island
6820,2019-03-13,american pit bull terrier/pit bull,Bronx
6821,2019-03-14,german shepherd,Manhattan
6822,2019-03-14,pit bull / labrador mix,Queens
6823,2019-03-14,beagle crossbreed,Brooklyn
6824,2019-03-15,shih tzu,Staten Island
6825,2019-03-15,havanese,Manhattan
6826,2019-03-15,german shepherd,Brooklyn
6827,2019-03-15,maltese,Queens
6828,2019-03-16,yorkshire terrier,Queens
6829,2019-03-16,american pit bull mix / pit bull mix,Brooklyn
6830,2019-03-16,golden retriever,Brooklyn
6831,2019-03-16,american pit bull terrier/pit bull,Staten Island
6832,2019-03-16,mixed/other,Manhattan
6833,2019-03-16,daschound,Manhattan
6834,2019-03-17,mixed/other,Bronx
6835,2019-03-18,chien mix,Bronx
6836,2019-03-18,mixed/other,Staten Island
6837,2019-03-18,small mixed breed,Manhattan
6838,2019-03-18,jack russ,Brooklyn
6839,2019-03-18,small mixed breed,Manhattan
6840,2019-03-19,sapsal,Manhattan
6841,2019-03-19,large mixed breed,Brooklyn
6842,2019-03-20,pocket bully,Brooklyn
6843,2019-03-20,mixed/other,Bronx
6844,2019-03-20,mixed,Staten Island
6845,2019-03-20,shih tzu,Queens
6846,2019-03-21,yorkshire terrier,Manhattan
6847,2019-03-21,shih tzu,Bronx
6848,2019-03-22,german shepherd,Manhattan
6849,2019-03-23,pit bull,Manhattan
6850,2019-03-23,maltese,Queens
6851,2019-03-24,mixed/other,Bronx
6852,2019-03-24,sheperd,Bronx
6853,2019-03-24,golden retriever,Manhattan
6854,2019-03-24,pit bull,Manhattan
6855,2019-03-24,wheaton terrier,Queens
6856,2019-03-24,"poodle, standard",Queens
6857,2019-03-25,"jindo dog,",Queens
6858,2019-03-25,bull dog,Queens
6859,2019-03-25,pit bull,Manhattan
6860,2019-03-25,maltese,Bronx
6861,2019-03-26,,Bronx
6862,2019-03-26,boston terrier,Manhattan
6863,2019-03-26,large mixed breed,Manhattan
6864,2019-03-26,bichon frise / poodle,Queens
6865,2019-03-27,pit bull blue nose,Manhattan
6866,2019-03-27,hound mix,Manhattan
6867,2019-03-27,australian cattle dog,Manhattan
6868,2019-03-28,shih tzu mix,Queens
6869,2019-03-28,mixed/other,Manhattan
6870,2019-03-28,terrier mix,Queens
6871,2019-03-28,pit bull / labrador mix,Queens
6872,2019-03-29,bull dog,Bronx
6873,2019-03-29,shiba inu,Bronx
6874,2019-03-30,medium mixed breed,Manhattan
6875,2019-03-30,medium mixed breed,Manhattan
6876,2019-03-30,yorkshire terrier,Bronx
6877,2019-03-30,small mixed breed,Manhattan
6878,2019-03-30,morkie,Manhattan
6879,2019-03-30,mixed breed,Queens
6880,2019-03-30,,Bronx
6881,2019-03-30,shih tzu,Queens
6882,2019-04-01,"poodle, standard",Queens
6883,2019-04-01,australian silky terrier,Queens
6884,2019-04-01,miniature pinscher,Bronx
6885,2019-04-01,hound mix,Brooklyn
6886,2019-04-01,pit bull,Manhattan
6887,2019-04-02,large mixed breed,Manhattan
6888,2019-04-02,small mixed breed,Manhattan
6889,2019-04-02,large mix breed,Bronx
6890,2019-04-03,labradoodle,Queens
6891,2019-04-03,pit bull,Queens
6892,2019-04-03,german shepherd/labrador mix,Brooklyn
6893,2019-04-03,small mixed breed,Brooklyn
6894,2019-04-03,weimaraner / labrador mix,Queens
6895,2019-04-03,bull dog,Manhattan
6896,2019-04-03,medium mixed breed,Manhattan
6897,2019-04-03,italian greyhound,Manhattan
6898,2019-04-04,american pit bull terrier/pit bull,Brooklyn
6899,2019-04-04,"schnauzer, standard",Bronx
6900,2019-04-04,bichon frise,Queens
6901,2019-04-04,shih tzu,Queens
6902,2019-04-04,pit bull,Queens
6903,2019-04-04,pit bull,Bronx
6904,2019-04-05,dachshund smooth coat,Queens
6905,2019-04-06,maltese,Bronx
6906,2019-04-06,"collie, border",Brooklyn
6907,2019-04-06,mixed breed,Queens
6908,2019-04-06,pit bull,Queens
6909,2019-04-06,"collie, border",Brooklyn
6910,2019-04-07,"jindo dog,",Queens
6911,2019-04-07,taiwanese mix,Queens
6912,2019-04-07,"poodle, miniature",Queens
6913,2019-04-07,siberian husky,Queens
6914,2019-04-07,"poodle, miniature",Queens
6915,2019-04-07,mixed/other,Manhattan
6916,2019-04-07,shep/terrier mix,Manhattan
6917,2019-04-07,labrador retriever crossbreed,Manhattan
6918,2019-04-07,mixed/other,Manhattan
6919,2019-04-08,mixed/other,Brooklyn
6920,2019-04-08,shih tzu / yorkie mix,Queens
6921,2019-04-08,mixed breed,Queens
6922,2019-04-08,mixed/other,Brooklyn
6923,2019-04-08,husky,Manhattan
6924,2019-04-08,pitbull mix,Manhattan
6925,2019-04-08,pit bull,Manhattan
6926,2019-04-08,mixed breed,Queens
6927,2019-04-10,american pit bull terrier/pit bull,Brooklyn
6928,2019-04-10,terrier mix,Queens
6929,2019-04-10,pit bull mix,Manhattan
6930,2019-04-10,shiba inu,Queens
6931,2019-04-11,small mixed breed,Manhattan
6932,2019-04-11,shih tzu / poodle mix,Queens
6933,2019-04-11,mxied breed,Queens
6934,2019-04-11,mixed breed,Queens
6935,2019-04-12,larger mix breed,Bronx
6936,2019-04-12,labrador retriever crossbreed,Brooklyn
6937,2019-04-13,siberian husky,Brooklyn
6938,2019-04-13,pit bull,Manhattan
6939,2019-04-13,mixed/other,Manhattan
6940,2019-04-13,labrador retriever,Brooklyn
6941,2019-04-13,american pit bull terrier/pit bull,Brooklyn
6942,2019-04-13,chihuahua,Manhattan
6943,2019-04-14,pit bull,Staten Island
6944,2019-04-14,golden retriever mix,Queens
6945,2019-04-14,rottweiler,Bronx
6946,2019-04-14,small mixed breed,Bronx
6947,2019-04-14,large mixed breed,Manhattan
6948,2019-04-14,large mixed breed,Manhattan
6949,2019-04-15,mixed,Staten Island
6950,2019-04-15,mixed breed,Staten Island
6951,2019-04-15,mixed breed,Queens
6952,2019-04-15,poodle / shih tzu mix,Queens
6953,2019-04-16,american pit bull mix / pit bull mix,Queens
6954,2019-04-16,large mixed breed,Brooklyn
6955,2019-04-16,chihuahua,Queens
6956,2019-04-16,small mixed breed,Brooklyn
6957,2019-04-16,rottweiler,Bronx
6958,2019-04-16,lhasa apso,Staten Island
6959,2019-04-16,american pit bull mix / pit bull mix,Queens
6960,2019-04-16,cane corso,Queens
6961,2019-04-17,terrier mix,Bronx
6962,2019-04-18,german shepherd,Queens
6963,2019-04-18,labrador retriever,Manhattan
6964,2019-04-18,german shepherd crossbreed,Queens
6965,2019-04-19,golden retriever,Manhattan
6966,2019-04-19,mini pincher,Brooklyn
6967,2019-04-19,mixed breed,Queens
6968,2019-04-19,shih tzu,Manhattan
6969,2019-04-19,siberian husky,Staten Island
6970,2019-04-19,german shepherd,Brooklyn
6971,2019-04-20,mixed/other,Manhattan
6972,2019-04-20,small mixed breed,Manhattan
6973,2019-04-20,mixed breed,Queens
6974,2019-04-20,beagle / chihuahua mix,Staten Island
6975,2019-04-20,"poodle, standard",Queens
6976,2019-04-20,jack russ mix,Queens
6977,2019-04-20,labrador / catahoula mix,Queens
6978,2019-04-21,mixed breed,Queens
6979,2019-04-21,maltese,Queens
6980,2019-04-21,"shar-pei, chinese",Queens
6981,2019-04-21,chihuahua,Queens
6982,2019-04-21,mixed breed,Queens
6983,2019-04-21,wheaton terrier,Bronx
6984,2019-04-21,yorkshire terrier,Manhattan
6985,2019-04-21,pit bull,Queens
6986,2019-04-21,chihuahua,Bronx
6987,2019-04-22,golden doddle,Queens
6988,2019-04-22,cock-a-poodle,Queens
6989,2019-04-23,kerry blue terrier,Manhattan
6990,2019-04-23,pit bull,Queens
6991,2019-04-23,labrador retriever crossbreed,Staten Island
6992,2019-04-23,rottweiler,Bronx
6993,2019-04-23,dalmatian,Brooklyn
6994,2019-04-23,cockapoo mix,Queens
6995,2019-04-23,chow chow,Bronx
6996,2019-04-23,greyhound,Manhattan
6997,2019-04-23,pit bull,Queens
6998,2019-04-24,maltese / poodle mix,Staten Island
6999,2019-04-24,pit bull,Bronx
7000,2019-04-24,australian blue heeler,Queens
7001,2019-04-24,cairn terrier,Queens
7002,2019-04-24,coonhound mix,Queens
7003,2019-04-25,"mastiff, bull",Brooklyn
7004,2019-04-25,pit bull,Bronx
7005,2019-04-25,bull dog,Brooklyn
7006,2019-04-25,rhodesian ridgeback,Manhattan
7007,2019-04-26,pit bull,Bronx
7008,2019-04-26,maltese,Brooklyn
7009,2019-04-26,mixed/other,Staten Island
7010,2019-04-26,american pit bull terrier/pit bull,Staten Island
7011,2019-04-26,american pit bull terrier/pit bull,Staten Island
7012,2019-04-26,bull / pit bull mix,Staten Island
7013,2019-04-26,mixed,Staten Island
7014,2019-04-26,rat terrier,Manhattan
7015,2019-04-26,siberian husky,Bronx
7016,2019-04-26,mixed breed,Brooklyn
7017,2019-04-26,golden retriever / hound,Queens
7018,2019-04-26,pomeranian / poodle mix,Queens
7019,2019-04-26,american staffordshire terrier,Manhattan
7020,2019-04-26,pit bull,Bronx
7021,2019-04-26,shih tzu mix,Queens
7022,2019-04-27,chihuahua x,Bronx
7023,2019-04-27,,Bronx
7024,2019-04-27,mixed/other,Brooklyn
